Conference,Division,Team,Game Type,Week,Venue,Venue Capacity,Venue Surface,Venue Type,Temperature,Weather Condition,Humidity,Wind Speed,Wind Direction,Total First Downs,Passing First Downs,Rushing First Downs,Penalty First Downs,Third Down Attempts,Third Down Conversions,Third Down Conversion %,Third Down Passing Conversions,Third Down Rushing Conversions,Third Down Penalty Conversions,Fourth Down Attempts,Fourth Down Conversions,Fourth Down Conversion %,Fourth Down Passing Conversions,Fourth Down Rushing Conversions,Fourth Down Penalty Conversions,Total Plays,Total Yards,Yards per Play,Rushing Plays,Rushing Yards,Rushing Yards per Play,Passing Plays,Passing Completions,Passing Yards per Play,Interceptions,Sacks,Net Passing Yards,Gross Passing Yards,Sack Yards,Total Return Yards,Punt Returns,Punt Return Yards,Kick-off Returns,Kick-off Return Yards,Interception Returns,Interception Return Yards,Kick-offs,Kick-offs in Endzone,Touchbacks,Punts,Average Punt Yards,Punts Blocked,Average Net Punt Yards,Penalties,Penalty Yards,Fumbles,Fumbles Lost,Total TD,Passing TD,Rushing TD,Interception TD,Fumble TD,Punt Return TD,Kick-off Return TD,Field Goal Return TD,Extra Point Attempts,Extra Points Made,Extra Points Blocked,Two-Point Conversion Attempts,Two-Point Conversions Made,Field Goal Attempts,Field Goals Made,Field Goals Blocked,Redzone Visits,Redzone TD,Redzone Efficiency,Goal-to-go Attempts,Goal-to-go TD,Goal-to-go Efficiency,Safeties,Turnovers,Points Scored,Time of Possesion,Win / Loss
AFC,AFC East,MIA,REG,8,EverBank Field,67246,turf,outdoor,76,Sunny,45,0,N,17,8,7,2,12,5,41.667,1,4,0,0,0,0,0,0,0,56,326,5.821,24,148,6.167,29,16,5.563,1,3,178,196,18,114,2,10,1,32,2,104,6,6,4,5,51,0,45.4,7,52,0,0,3,1,0,2,0,0,0,0,3,3,0,0,0,2,2,0,4,1,25,3,1,33.333,0,1,27,27:37,W
AFC,AFC South,TEN,REG,8,LP Field,69143,turf,outdoor,69,Sunny,75,0,N,13,12,1,0,12,2,16.667,2,0,0,2,1,50,1,0,0,56,323,5.768,13,36,2.769,41,27,6.674,1,2,287,299,12,57,2,57,3,77,0,0,4,3,3,6,51.667,0,48.667,6,61,1,1,2,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4,2,50,0,0,0,0,2,16,24:38,L
AFC,AFC South,HOU,REG,8,LP Field,69143,turf,outdoor,69,Sunny,75,0,N,24,14,9,1,16,7,43.75,5,2,0,0,0,0,0,0,0,80,405,5.063,40,212,5.3,35,19,4.825,0,5,193,227,34,43,2,18,0,0,1,25,7,7,4,6,44.833,0,35.333,4,35,0,0,3,1,2,0,0,0,0,0,3,3,0,0,0,3,3,0,4,2,50,3,2,66.667,0,0,30,35:22,W
AFC,AFC East,NE,REG,8,Gillette Stadium,68756,artificial,outdoor,56,Partly Cloudy ,51,11,W,32,25,6,1,11,7,63.636,7,0,0,0,0,0,0,0,0,71,487,6.859,32,122,3.813,38,33,9.359,0,1,365,376,11,57,3,57,1,0,1,0,10,8,5,1,46,0,36,7,38,1,0,6,5,0,0,1,0,0,0,6,6,0,0,0,3,3,0,7,4,57.143,5,4,80,0,0,51,32:43,W
NFC,NFC North,CHI,REG,8,Gillette Stadium,68756,artificial,outdoor,56,Partly Cloudy ,51,11,W,27,13,11,3,11,4,36.364,2,2,0,3,1,33.333,0,1,0,64,384,6,26,153,5.885,35,21,6.079,1,3,231,249,18,10,1,10,5,94,0,0,4,3,3,4,47.25,0,33,5,41,1,1,3,3,0,0,0,0,0,0,1,1,0,2,2,0,0,0,1,1,100,1,1,100,0,2,23,27:17,L
AFC,AFC West,KC,REG,8,Arrowhead Stadium,79451,turf,outdoor,72,Sunny,69,4,SE,23,10,9,4,12,6,50,5,1,0,0,0,0,0,0,0,64,361,5.641,34,143,4.206,28,24,7.267,0,2,218,226,8,37,4,27,1,99,1,10,7,5,4,4,45.5,0,35,7,51,2,1,4,0,3,0,0,0,1,0,4,4,0,0,0,2,2,0,3,2,66.667,2,2,100,0,1,34,35:38,L
NFC,NFC West,STL,REG,8,Arrowhead Stadium,79451,turf,outdoor,72,Sunny,69,4,SE,13,8,5,0,11,3,27.273,2,1,0,1,0,0,0,0,0,51,200,3.922,19,84,4.421,25,15,3.625,1,7,116,160,44,42,2,42,3,68,0,0,2,1,1,6,54,0,46.167,8,68,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,33.333,2,1,50,0,1,7,24:22,W
NFC,NFC South,TB,REG,8,Raymond James Stadium,65890,turf,outdoor,77,Sunny,34,4,N,15,9,3,3,12,1,8.333,1,0,0,2,2,100,0,2,0,56,225,4.018,23,66,2.87,28,19,4.818,1,5,159,171,12,17,2,17,2,45,0,0,4,4,1,7,43.143,0,39.571,8,52,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,1,100,1,1,100,0,2,13,29:33,L
NFC,NFC North,MIN,REG,8,Raymond James Stadium,65890,turf,outdoor,77,Sunny,34,4,N,22,12,6,4,15,6,40,5,1,0,0,0,0,0,0,0,65,332,5.108,22,97,4.409,42,24,5.465,0,1,235,241,6,25,4,25,3,79,1,0,3,3,1,8,44.75,0,35.125,6,59,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,3,2,0,2,1,50,0,0,0,0,0,19,30:34,W
NFC,NFC West,ARI,REG,8,University of Phoenix Stadium,63400,turf,retractable_dome,84,Partly Cloudy ,40,6,SSW,17,9,4,4,17,7,41.176,7,0,0,1,1,100,0,1,0,65,400,6.154,23,71,3.087,42,20,7.833,0,0,329,329,0,74,3,16,0,0,2,58,5,5,4,8,42.875,0,37.25,10,95,1,1,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,2,1,50,2,1,50,0,1,24,28:50,W
NFC,NFC East,PHI,REG,8,University of Phoenix Stadium,63400,turf,retractable_dome,84,Partly Cloudy ,40,6,SSW,27,18,6,3,20,9,45,9,0,0,1,1,100,0,1,0,88,521,5.92,26,110,4.231,62,36,6.629,2,0,411,411,0,25,2,25,1,26,0,0,5,5,5,6,48,0,38.667,11,103,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,0,3,0,0,0,0,0,0,3,20,31:10,L
AFC,AFC North,CLE,REG,8,FirstEnergy Stadium,71516,turf,outdoor,55,Sunny,51,19,W,14,12,1,1,12,2,16.667,2,0,0,0,0,0,0,0,0,54,306,5.667,25,39,1.56,28,19,9.207,0,1,267,275,8,42,2,7,0,0,1,35,6,6,5,7,46.286,0,40,6,30,1,0,2,1,1,0,0,0,0,0,2,2,0,0,0,3,3,0,4,2,50,3,2,66.667,0,0,23,25:08,W
AFC,AFC West,OAK,REG,8,FirstEnergy Stadium,71516,turf,outdoor,55,Sunny,51,19,W,19,16,3,0,19,6,31.579,6,0,0,4,3,75,2,1,0,81,382,4.716,22,71,3.227,56,34,5.271,1,3,311,328,17,24,4,24,1,21,0,0,3,2,2,7,44,0,43,8,54,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,1,100,1,1,100,0,3,13,34:52,L
AFC,AFC North,PIT,REG,8,Heinz Field,65050,turf,outdoor,61,Sunny,23,14,NW,34,25,7,2,13,8,61.538,6,2,0,1,1,100,1,0,0,81,639,7.889,32,117,3.656,49,40,10.653,0,0,522,522,0,49,3,16,2,15,2,33,8,7,3,2,29.667,1,24.333,10,59,2,2,7,6,0,1,0,0,0,0,7,7,0,0,0,0,0,0,6,5,83.333,3,3,100,0,2,51,39:43,W
AFC,AFC South,IND,REG,8,Heinz Field,65050,turf,outdoor,61,Sunny,23,14,NW,26,17,2,7,10,5,50,5,0,0,0,0,0,0,0,0,57,448,7.86,10,63,6.3,45,26,8.191,2,2,385,400,15,16,1,16,5,122,0,0,7,6,5,3,51,0,45.667,5,43,1,0,4,3,1,0,0,0,0,0,4,4,0,0,0,2,2,0,3,1,33.333,1,0,0,1,2,34,20:17,L
NFC,NFC South,NO,REG,8,Mercedes-Benz Superdome,76468,artificial,dome,78,Clear ,58,7,SE,28,15,11,2,10,6,60,3,3,0,1,0,0,0,0,0,65,495,7.615,31,193,6.226,32,27,8.882,0,2,302,311,9,10,0,0,0,0,2,10,8,8,8,0,0,0,0,4,35,1,1,5,3,2,0,0,0,0,0,5,5,0,0,0,3,3,0,6,2,33.333,2,2,100,0,1,44,31:39,W
NFC,NFC North,GB,REG,8,Mercedes-Benz Superdome,76468,artificial,dome,78,Clear ,58,7,SE,23,16,5,2,7,1,14.286,1,0,0,2,1,50,1,0,0,63,491,7.794,19,89,4.684,40,29,9.136,2,4,402,426,24,0,0,0,0,0,0,0,6,4,4,0,0,0,0,8,84,1,1,2,1,1,0,0,0,0,0,2,2,0,0,0,3,3,0,4,1,25,2,0,0,0,3,23,28:21,L
NFC,NFC East,DAL,REG,8,AT&T Stadium,80000,artificial,retractable_dome,83,Clear ,38,15,SSE,20,15,4,1,12,5,41.667,4,1,0,1,0,0,0,0,0,64,390,6.094,25,166,6.64,34,21,5.744,0,5,224,278,54,18,2,18,2,45,1,0,5,5,5,4,51.5,0,41.75,3,35,4,2,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,2,1,50,2,1,50,0,2,17,28:37,L
NFC,NFC East,WAS,REG,8,AT&T Stadium,80000,artificial,retractable_dome,83,Clear ,38,15,SSE,19,14,5,0,14,6,42.857,4,2,0,1,1,100,1,0,0,64,409,6.391,31,123,3.968,30,25,8.667,1,3,286,299,13,39,2,39,0,0,0,0,5,5,3,5,46.2,0,38.6,6,45,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,2,2,0,2,2,100,2,2,100,0,1,20,38:12,W
NFC,NFC South,CAR,REG,9,Bank of America Stadium,73778,turf,outdoor,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:00,T
NFC,NFC South,NO,REG,9,Bank of America Stadium,73778,turf,outdoor,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:00,T
AFC,AFC East,MIA,REG,9,Sun Life Stadium,76100,turf,outdoor,,,,,,28,17,10,1,14,8,57.143,7,1,0,1,0,0,0,0,0,74,441,5.959,35,132,3.771,39,26,7.923,0,0,309,309,0,97,4,55,1,31,3,42,8,8,4,2,47,0,47,3,25,1,0,4,3,1,0,0,0,0,0,4,4,0,0,0,4,3,0,7,3,42.857,4,1,25,0,0,37,36:07,W
AFC,AFC West,SD,REG,9,Sun Life Stadium,76100,turf,outdoor,,,,,,10,8,2,0,11,3,27.273,3,0,0,1,0,0,0,0,0,49,178,3.633,19,50,2.632,26,13,4.267,3,4,128,148,20,0,0,0,4,116,0,0,1,1,0,5,45.2,0,34.2,7,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23:53,L
NFC,NFC East,DAL,REG,9,AT&T Stadium,80000,artificial,retractable_dome,,,,,,18,10,5,3,11,3,27.273,1,2,0,1,0,0,0,0,0,59,266,4.508,25,92,3.68,33,18,5.118,2,1,174,183,9,101,2,43,3,76,1,58,4,2,2,4,43.25,0,38.75,5,33,0,0,2,1,0,1,0,0,0,0,2,2,0,0,0,2,1,1,3,1,33.333,1,1,100,0,2,17,28:32,L
NFC,NFC West,ARI,REG,9,AT&T Stadium,80000,artificial,retractable_dome,,,,,,22,15,5,2,15,9,60,8,1,0,0,0,0,0,0,0,65,339,5.215,29,102,3.517,34,22,6.583,1,2,237,249,12,34,1,18,1,0,2,16,5,5,2,5,39.2,0,30.6,6,62,1,0,4,3,1,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,100,2,2,100,0,1,28,31:28,W
NFC,NFC North,MIN,REG,9,TCF Bank Stadium,52000,artificial,outdoor,,,,,,24,17,6,1,15,8,53.333,6,2,0,1,0,0,0,0,0,71,352,4.958,27,100,3.704,42,26,5.727,0,2,252,268,16,9,1,8,4,84,1,1,5,5,3,6,40.5,0,37,9,60,0,0,4,1,3,0,0,0,0,0,3,3,0,1,1,0,0,0,3,3,100,3,3,100,0,0,29,30:26,W
NFC,NFC East,WAS,REG,9,TCF Bank Stadium,52000,artificial,outdoor,,,,,,21,10,6,5,13,6,46.154,4,2,0,1,0,0,0,0,0,62,347,5.597,29,122,4.207,28,18,6.818,1,5,225,251,26,1,3,1,2,64,0,0,6,4,2,3,45.333,0,42.667,6,55,1,0,3,1,2,0,0,0,0,0,2,2,0,1,0,2,2,0,5,3,60,1,1,100,0,1,26,29:34,L
AFC,AFC South,HOU,REG,9,NRG Stadium,71054,turf,retractable_dome,,,,,,15,8,5,2,13,5,38.462,3,2,0,1,0,0,0,0,0,59,300,5.085,28,118,4.214,27,13,5.871,1,4,182,203,21,68,0,0,2,36,3,68,4,3,2,6,48.167,0,40.333,9,54,1,0,3,2,0,1,0,0,0,0,3,3,0,0,0,1,0,0,1,1,100,1,1,100,0,1,21,27:47,L
NFC,NFC East,PHI,REG,9,NRG Stadium,71054,turf,retractable_dome,,,,,,30,15,12,3,16,9,56.25,6,3,0,2,2,100,0,2,0,79,483,6.114,41,190,4.634,34,24,7.711,3,4,293,326,33,27,2,27,2,41,1,0,5,5,3,3,35.667,0,35.667,7,55,1,1,4,3,1,0,0,0,0,0,4,4,0,0,0,1,1,0,3,3,100,3,3,100,0,4,31,32:13,W
AFC,AFC North,CIN,REG,9,Paul Brown Stadium,65535,artificial,outdoor,,,,,,23,12,11,0,13,6,46.154,6,0,0,0,0,0,0,0,0,67,423,6.313,34,191,5.618,31,19,7.03,2,2,232,233,1,76,5,60,5,98,1,16,6,5,0,5,50.4,0,44.4,6,40,1,0,4,2,2,0,0,0,0,0,4,4,0,0,0,1,1,0,4,3,75,2,1,50,0,2,33,32:44,W
AFC,AFC South,JAC,REG,9,Paul Brown Stadium,65535,artificial,outdoor,,,,,,19,14,4,1,12,4,33.333,3,1,0,0,0,0,0,0,0,60,365,6.083,25,132,5.28,33,22,6.657,1,2,233,247,14,20,2,10,6,173,2,10,6,1,0,6,35.714,1,27.143,3,35,0,0,3,2,1,0,0,0,0,0,2,2,0,1,0,1,1,0,4,2,50,1,1,100,1,1,23,27:16,L
AFC,AFC North,CLE,REG,9,FirstEnergy Stadium,71516,turf,outdoor,,,,,,19,16,3,0,14,5,35.714,4,1,0,2,1,50,0,1,0,65,330,5.077,28,50,1.786,34,21,7.568,2,3,280,300,20,66,1,0,3,76,2,66,5,5,4,5,36.8,0,36.8,7,44,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,3,3,0,2,1,50,2,1,50,0,2,22,29:28,W
NFC,NFC South,TB,REG,9,FirstEnergy Stadium,71516,turf,outdoor,,,,,,20,11,7,2,12,4,33.333,2,2,0,1,0,0,0,0,0,61,365,5.984,26,113,4.346,33,17,7.2,2,2,252,260,8,21,0,0,1,28,2,21,4,4,1,4,30.25,0,30.25,4,33,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,3,1,1,2,0,0,1,0,0,0,2,17,30:32,L
AFC,AFC West,KC,REG,9,Arrowhead Stadium,79451,turf,outdoor,,,,,,23,14,6,3,13,8,61.538,5,3,0,0,0,0,0,0,0,56,309,5.518,24,113,4.708,31,21,6.125,0,1,196,199,3,35,2,35,2,105,0,0,5,2,1,4,38.25,0,37.5,3,20,1,0,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,4,3,75,3,2,66.667,0,0,24,28:25,W
AFC,AFC East,NYJ,REG,9,Arrowhead Stadium,79451,turf,outdoor,,,,,,22,13,9,0,12,4,33.333,4,0,0,5,2,40,1,1,0,69,364,5.275,30,139,4.633,36,24,5.769,0,3,225,235,10,3,1,3,4,118,0,0,2,2,0,3,49.333,0,31,5,40,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,50,2,1,50,0,0,10,31:35,L
NFC,NFC West,SF,REG,9,Levi's Stadium,68500,turf,outdoor,,,,,,20,12,4,4,12,3,25,2,1,0,0,0,0,0,0,0,62,263,4.242,21,80,3.81,33,22,4.463,0,8,183,237,54,22,1,12,3,84,2,10,3,1,0,7,44.857,0,35.429,9,44,3,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,0,1,0,0,0,2,10,32:26,L
NFC,NFC West,STL,REG,9,Levi's Stadium,68500,turf,outdoor,,,,,,13,8,3,2,12,4,33.333,4,0,0,0,0,0,0,0,0,52,193,3.712,27,91,3.37,24,13,4.08,2,1,102,105,3,26,3,26,3,78,0,0,4,4,1,6,46.833,0,41.5,9,83,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,2,1,50,0,0,0,0,2,13,27:34,W
AFC,AFC East,NE,REG,9,Gillette Stadium,68756,artificial,outdoor,,,,,,29,22,3,4,16,6,37.5,6,0,0,1,1,100,1,0,0,79,398,5.038,25,66,2.64,53,33,6.148,1,1,332,333,1,125,1,84,1,22,2,41,9,3,3,5,44.6,0,34.8,9,71,1,0,5,4,0,0,1,0,0,0,4,4,0,1,0,3,3,0,5,4,80,4,4,100,0,1,43,29:27,W
AFC,AFC West,DEN,REG,9,Gillette Stadium,68756,artificial,outdoor,,,,,,26,20,2,4,11,3,27.273,3,0,0,4,0,0,0,0,0,75,472,6.293,17,43,2.529,57,34,7.397,2,1,429,438,9,9,1,9,6,81,1,0,4,4,3,3,45,0,17,10,72,1,0,3,2,1,0,0,0,0,0,3,3,0,0,0,1,0,0,4,3,75,2,1,50,0,2,21,30:33,L
NFC,NFC West,SEA,REG,9,CenturyLink Field,67000,artificial,outdoor,,,,,,21,9,8,4,18,7,38.889,3,4,0,0,0,0,0,0,0,74,326,4.405,38,149,3.921,35,17,4.917,0,1,177,179,2,94,3,37,2,64,2,57,7,7,5,5,35.167,1,26.5,9,65,0,0,3,0,2,1,0,0,0,0,3,3,0,0,0,4,3,0,4,2,50,3,2,66.667,0,0,30,35:06,W
AFC,AFC West,OAK,REG,9,CenturyLink Field,67000,artificial,outdoor,,,,,,17,13,2,2,15,5,33.333,5,0,0,2,2,100,2,0,0,60,226,3.767,18,37,2.056,41,24,4.5,2,1,189,194,5,52,3,52,2,69,0,0,5,4,2,6,52.333,0,46.167,5,69,4,1,3,2,0,0,0,0,0,0,3,3,0,0,0,2,1,0,2,2,100,2,2,100,0,3,24,24:54,L
AFC,AFC North,PIT,REG,9,Heinz Field,65050,turf,outdoor,,,,,,22,13,5,4,14,6,42.857,4,2,0,1,1,100,1,0,0,65,386,5.938,25,65,2.6,37,25,8.025,0,3,321,340,19,30,0,0,1,29,1,30,7,5,2,6,41.833,0,36.5,7,67,1,1,6,6,0,0,0,0,0,0,5,5,0,1,1,0,0,0,3,3,100,1,1,100,0,1,43,31:26,W
AFC,AFC North,BAL,REG,9,Heinz Field,65050,turf,outdoor,,,,,,22,18,2,2,13,3,23.077,3,0,0,2,2,100,1,1,0,67,332,4.955,18,63,3.5,45,30,5.49,1,4,269,303,34,32,3,32,5,204,0,0,5,4,3,6,42.5,0,42.5,10,108,1,1,3,2,0,0,0,0,1,0,2,2,0,1,0,1,1,0,1,1,100,1,1,100,0,2,23,28:34,L
NFC,NFC East,NYG,REG,9,MetLife Stadium,82500,artificial,outdoor,,,,,,22,17,5,0,16,4,25,3,1,0,2,1,50,0,1,0,75,438,5.84,20,89,4.45,52,27,6.345,0,3,349,359,10,-3,1,-3,4,88,0,0,5,2,1,8,44.125,0,39.375,4,30,3,1,3,2,1,0,0,0,0,0,3,3,0,0,0,1,1,0,3,3,100,3,3,100,0,1,24,26:57,L
AFC,AFC South,IND,REG,9,MetLife Stadium,82500,artificial,outdoor,,,,,,22,15,5,2,15,5,33.333,3,2,0,0,0,0,0,0,0,71,443,6.239,24,98,4.083,46,25,7.34,0,1,345,354,9,38,5,38,3,36,0,0,9,9,5,6,40,0,37.167,4,30,3,0,4,4,0,0,0,0,0,0,4,4,0,0,0,4,4,0,2,1,50,1,1,100,0,0,40,33:03,W
AFC,AFC North,CIN,REG,10,Paul Brown Stadium,65535,artificial,outdoor,,,,,,11,4,6,1,17,3,17.647,1,2,0,1,1,100,0,1,0,63,165,2.619,22,86,3.909,39,13,1.927,3,2,79,93,14,25,4,25,2,55,0,0,2,2,1,8,49.75,0,45.375,7,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,3,24:11,W
AFC,AFC North,CLE,REG,10,Paul Brown Stadium,65535,artificial,outdoor,,,,,,21,11,9,1,16,7,43.75,4,3,0,0,0,0,0,0,0,75,368,4.907,52,170,3.269,23,15,8.609,0,0,198,198,0,60,2,15,1,25,3,45,5,5,3,7,44.429,0,38,6,62,1,1,3,0,3,0,0,0,0,0,3,3,0,0,0,2,1,0,4,3,75,3,3,100,0,1,24,35:49,L
AFC,AFC East,BUF,REG,10,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,21,15,6,0,16,7,43.75,5,2,0,1,0,0,0,0,0,71,364,5.127,22,111,5.045,48,29,5.163,0,1,253,259,6,50,6,50,4,84,0,0,4,4,3,6,47,0,45.667,6,44,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,4,0,0,1,0,0,0,3,13,30:42,L
AFC,AFC West,KC,REG,10,Ralph Wilson Stadium,73079,artificial,outdoor,,,,,,16,8,7,1,13,3,23.077,2,1,0,1,1,100,0,1,0,59,278,4.712,24,127,5.292,29,17,4.314,0,6,151,177,26,8,3,8,1,38,0,0,4,1,0,8,46,0,37.25,3,19,2,1,2,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,2,1,50,1,1,100,0,1,17,29:18,W
AFC,AFC South,JAC,REG,10,Wembley Stadium,90000,artificial,retractable_dome,,,,,,20,11,5,4,14,4,28.571,3,1,0,4,2,50,1,1,0,65,333,5.123,24,71,2.958,37,22,6.39,1,4,262,290,28,45,4,45,4,55,0,0,3,2,1,6,47.167,0,39.833,2,19,3,2,2,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,2,1,50,1,1,100,0,3,17,28:28,L
NFC,NFC East,DAL,REG,10,Wembley Stadium,90000,artificial,retractable_dome,,,,,,16,10,6,0,13,4,30.769,3,1,0,0,0,0,0,0,0,59,399,6.763,30,151,5.033,28,21,8.552,0,1,248,254,6,24,3,24,1,23,1,0,7,5,3,5,46.8,0,37.8,9,65,1,1,4,3,1,0,0,0,0,0,4,4,0,0,0,2,1,0,1,1,100,1,1,100,1,1,31,31:32,W
AFC,AFC East,NYJ,REG,10,MetLife Stadium,82500,artificial,outdoor,,,,,,15,7,8,0,15,6,40,3,3,0,0,0,0,0,0,0,58,275,4.741,36,150,4.167,18,10,5.682,0,4,125,132,7,26,2,16,2,31,2,10,5,4,1,5,46.4,0,41,9,75,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,3,2,0,3,1,33.333,2,1,50,0,0,20,30:33,W
AFC,AFC North,PIT,REG,10,MetLife Stadium,82500,artificial,outdoor,,,,,,22,15,4,3,11,6,54.545,3,3,0,1,0,0,0,0,0,62,362,5.839,17,36,2.118,43,30,7.244,2,2,326,343,17,7,2,7,4,103,0,0,3,0,0,2,46,0,38,3,20,3,2,1,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,3,0,0,1,0,0,0,4,13,29:27,L
AFC,AFC North,BAL,REG,10,M&T Bank Stadium,71008,artificial,outdoor,,,,,,18,10,8,0,13,4,30.769,2,2,0,1,1,100,0,1,0,62,312,5.032,34,151,4.441,27,16,5.75,0,1,161,169,8,39,4,24,1,27,1,15,4,4,2,7,45.286,0,43.857,5,40,1,0,3,1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,3,2,66.667,1,0,0,0,0,21,30:47,L
AFC,AFC South,TEN,REG,10,M&T Bank Stadium,71008,artificial,outdoor,,,,,,14,11,3,0,12,4,33.333,3,1,0,0,0,0,0,0,0,54,210,3.889,22,67,3.045,27,16,4.469,1,5,143,179,36,10,2,10,2,43,0,0,2,2,1,8,51.75,0,48.75,9,67,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,50,2,1,50,0,2,7,29:13,W
NFC,NFC South,NO,REG,10,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,23,15,7,1,18,8,44.444,7,1,0,2,2,100,1,1,0,80,423,5.288,31,136,4.387,47,28,5.857,2,2,287,292,5,4,1,4,4,96,0,0,5,5,1,6,49.833,0,42,6,43,2,1,3,3,0,0,0,0,0,0,3,3,0,0,0,1,1,0,2,2,100,1,1,100,0,3,24,36:00,L
NFC,NFC West,SF,REG,10,Mercedes-Benz Superdome,76468,artificial,dome,,,,,,21,10,10,1,15,6,40,5,1,0,1,1,100,1,0,0,68,330,4.853,32,144,4.5,32,14,5.167,0,4,186,210,24,58,4,7,4,101,2,51,6,5,2,7,44.714,0,41.286,2,15,1,1,3,1,2,0,0,0,0,0,3,3,0,0,0,2,2,0,4,3,75,2,2,100,0,1,27,33:46,W
NFC,NFC North,DET,REG,10,Ford Field,65000,artificial,dome,,,,,,19,15,2,2,12,3,25,3,0,0,3,2,66.667,2,0,0,64,351,5.484,19,63,3.316,42,27,6.4,1,3,288,307,19,86,3,16,4,102,1,70,5,5,3,3,45.667,0,37.333,10,98,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,3,2,1,3,1,33.333,0,0,0,0,1,20,31:34,W
AFC,AFC East,MIA,REG,10,Ford Field,65000,artificial,dome,,,,,,20,15,2,3,14,5,35.714,4,1,0,0,0,0,0,0,0,60,228,3.8,19,50,2.632,38,27,4.341,1,3,178,207,29,5,1,5,2,77,1,0,5,5,1,4,47,0,43,5,44,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,4,1,25,2,1,50,0,2,16,28:26,L
NFC,NFC South,TB,REG,10,Raymond James Stadium,65890,turf,outdoor,,,,,,23,17,5,1,17,12,70.588,9,3,0,1,0,0,0,0,0,70,373,5.329,23,92,4,43,27,5.979,2,4,281,301,20,53,1,53,2,50,0,0,4,3,0,3,30.333,0,30.333,10,79,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,2,1,50,2,1,50,0,3,17,30:12,L
NFC,NFC South,ATL,REG,10,Raymond James Stadium,65890,turf,outdoor,,,,,,19,10,6,3,12,6,50,5,1,0,0,0,0,0,0,0,60,322,5.367,28,110,3.929,31,20,6.625,0,1,212,219,7,0,0,0,4,106,2,0,6,6,4,3,48,0,30.333,5,30,0,0,2,1,1,0,0,0,0,0,1,1,0,1,1,4,4,0,4,2,50,2,1,50,0,0,27,29:48,W
AFC,AFC West,OAK,REG,10,O.co Coliseum,53200,turf,outdoor,,,,,,10,9,0,1,18,5,27.778,5,0,0,0,0,0,0,0,0,62,222,3.581,15,30,2,47,30,4.085,2,0,192,192,0,10,1,4,2,48,2,6,4,3,2,9,43.222,0,37.444,4,37,2,1,2,2,0,0,0,0,0,0,2,2,0,0,0,1,1,0,2,2,100,0,0,0,0,3,17,27:38,L
AFC,AFC West,DEN,REG,10,O.co Coliseum,53200,turf,outdoor,,,,,,25,17,7,1,15,7,46.667,6,1,0,1,1,100,1,0,0,76,471,6.197,27,118,4.37,49,33,7.204,2,0,353,353,0,70,4,52,1,30,2,18,8,8,6,5,45.2,0,40.4,12,95,1,0,5,5,0,0,0,0,0,0,5,5,0,0,0,2,2,0,4,2,50,1,0,0,0,2,41,32:22,W
